##################################################
# this file maps inputs into the receiver/correlator to antennas and polarisations.
# in addition, a cable length delta (in meters) can be specified
# the first column is not actually used by the uvfits writer, but is there as
# an aide to human readers. Inputs are ordered from 0 to n_inp-1
# antenna numbering starts at 0 and is an index into the corresponding antenna_locations.txt file
# lines beginning with '\#' and blank lines are ignored. Do not leave spaces in empty lines.
#
# Input flagging: put a 1 in the flag column to flag all data from that input.
#                 0 means no flag.
# Cable lengths: if length is prefixed by EL_ then no velocity correction factor is needed
#               since the value is interpreted directly as an electrical length
# this is based on decoding from an email from Alessio 12/2/2018, which notes internal re-ordering
# inside preADU:
#antenna_preadu_mapping = {0: 1,  1: 2,  2: 3,    3: 4,
#                          8: 5,  9: 6,  10: 7,  11: 8,
#                         15: 9, 14: 10, 13: 11, 12: 12,
#                          7: 13, 6: 14,  5: 15,  4: 16}
#
##################################################
# INPUT   ANTENNA   POL     DELTA   FLAG 
432	234	X	0	0
433	234	Y	0	0
434	207	X	0	0
435	207	Y	0	0
436	179	X	0	0
437	179	Y	0	0
438	209	X	0	0
439	209	Y	0	0
440	147	X	0	0
441	147	Y	0	0
442	205	X	0	0
443	205	Y	0	0
444	181	X	0	0
445	181	Y	0	0
446	235	X	0	0
447	235	Y	0	0
448	236	X	0	0
449	236	Y	0	0
450	231	X	0	0
451	231	Y	0	0
452	255	X	0	0
453	255	Y	0	0
454	170	X	0	0
455	170	Y	0	0
456	233	X	0	0
457	233	Y	0	0
458	171	X	0	0
459	171	Y	0	0
460	214	X	0	0
461	214	Y	0	0
462	238	X	0	0
463	238	Y	0	0
464	182	X	0	0
465	182	Y	0	0
466	203	X	0	0
467	203	Y	0	0
468	237	X	0	0
469	237	Y	0	0
470	136	X	0	0
471	136	Y	0	0
472	213	X	0	0
473	213	Y	0	0
474	204	X	0	0
475	204	Y	0	0
476	149	X	0	0
477	149	Y	0	0
478	232	X	0	0
479	232	Y	0	0
480	230	X	0	0
481	230	Y	0	0
482	241	X	0	0
483	241	Y	0	0
484	150	X	0	0
485	150	Y	0	0
486	243	X	0	0
487	243	Y	0	0
488	254	X	0	0
489	254	Y	0	0
490	239	X	0	0
491	239	Y	0	0
492	253	X	0	0
493	253	Y	0	0
494	240	X	0	0
495	240	Y	0	0
496	242	X	0	0
497	242	Y	0	0
498	202	Y	0	0   # pol swap
499	202	X	0	0
500	215	X	0	0
501	215	Y	0	0
502	151	Y	0	0   # pol swap
503	151	X	0	0
504	216	X	0	0
505	216	Y	0	0
506	183	X	0	0
507	183	Y	0	0
508	184	X	0	0
509	184	Y	0	0
510	169	X	0	0
511	169	Y	0	0
